PE,AT,V,AP,RH,atribute5,atribute6,atribute7,atribute8,atribute9
1006,34,76,68,94,75,41,31,427,42
1025,5,95,35,57,84,77,61,487,72
1012,18,77,49,21,2,58,69,454,86
1028,14,74,44,47,29,67,87,462,92
1012,18,6,56,85,34,80,24,450,26
1023,9,77,39,4,73,76,6,483,87
1023,7,95,40,72,7,84,19,486,14
1019,17,61,56,53,5,82,3,457,1
1007,26,14,72,99,49,81,72,433,25
1007,15,77,41,79,96,80,69,455,87
1025,10,22,39,96,5,96,5,471,36
1009,27,78,70,8,81,79,57,431,44
1017,9,77,41,44,69,78,26,481,74
1014,19,67,59,39,7,77,67,447,61
1013,24,25,74,93,7,69,31,445,44
1008,18,11,43,43,65,73,3,451,38
1012,5,73,40,35,24,91,84,490,5
1007,24,4,68,94,62,69,11,437,13
1014,26,45,54,5,96,65,55,450,76
1017,22,7,58,95,98,75,83,442,4
1008,24,6,67,69,67,67,69,440,22
1014,13,78,40,1,49,81,86,445,98
1015,7,94,40,6,3,92,14,486,33
1022,10,18,43,5,84,88,7,476,91
1018,19,4,51,86,5,79,1,458,64
1013,17,33,53,16,77,82,77,459,78
1026,13,44,41,14,41,77,26,461,44
1020,19,8,44,63,14,43,36,459,81
1009,17,73,43,72,33,76,68,453,94
1013,25,11,56,89,33,67,31,441,51
1012,18,89,43,56,79,38,63,463,91
1004,25,4,66,48,12,63,1,433,83
1011,24,85,58,5,5,70,12,444,53
1023,14,35,40,71,9,69,5,473,56
1005,31,35,68,67,26,66,85,433,73
1010,7,8,39,99,55,91,44,482,83
1010,30,92,59,57,87,62,43,440,96
1025,12,15,43,71,78,93,69,472,59
1007,31,81,69,88,94,55,91,432,6
1010,12,55,39,58,68,76,9,472,31
1004,26,48,68,14,83,55,96,432,19
1014,8,1,41,66,49,76,72,485,13
1007,27,45,64,34,12,65,87,440,
1015,27,75,69,89,41,73,1,430,33
1006,26,62,76,2,6,69,13,437,81
1019,6,6,41,17,67,84,7,489,62
1012,13,92,39,85,64,68,3,473,47
1016,19,87,48,14,94,81,56,451,14
1009,25,22,71,85,78,68,96,438,71
1020,13,1,41,58,82,78,41,464,64
1012,8,3,40,35,37,98,17,481,77
1011,26,7,62,26,71,64,435,3,
1019,6,3,41,17,81,84,2,488,57
1009,20,26,50,32,81,93,12,448,4
1010,28,37,69,13,44,71,93,425,29
1009,26,2,71,94,38,64,12,435,21
1007,32,56,68,94,12,58,18,425,61
1015,27,17,63,9,59,68,33,443,66
1010,24,45,70,2,75,71,37,445,8
1010,24,31,67,79,64,76,15,444,72
1010,21,53,70,2,33,95,95,440,93
1017,30,6,67,25,63,53,59,435,2
1027,10,6,34,69,9,71,73,477,68
1012,21,46,46,63,97,71,29,452,1
1006,30,62,64,69,23,52,6,435,84
1008,28,19,71,97,85,84,67,438,8
1012,24,6,75,23,4,76,77,434,7
1010,26,2,63,7,94,53,96,446,82
1018,11,6,41,16,52,89,14,467,46
1015,28,92,66,51,5,34,51,439,9
1007,25,15,73,67,42,85,48,435,9
1020,20,3,56,53,27,76,49,454,12
1003,29,99,74,9,84,64,43,435,87
1012,19,47,50,9,77,77,33,457,8
1006,25,69,72,43,86,86,38,429,99
1006,29,48,64,69,44,64,46,435,9
1016,11,94,40,66,61,96,11,467,99
1015,21,43,59,14,91,64,4,448,51
1014,26,24,77,95,19,85,21,438,1
1014,21,3,63,86,84,71,72,450,64
1013,12,37,46,97,95,90,76,464,4
1009,24,84,71,73,84,82,41,436,36
1014,19,92,46,97,32,69,17,459,39
1009,24,64,58,79,82,73,96,444,26
1017,21,45,60,8,92,72,7,451,49
1014,12,53,43,56,8,74,5,469,23
1010,25,21,46,21,87,59,35,439,55
1003,23,45,66,48,66,75,83,435,13
1022,16,49,41,93,92,44,98,467,48
1010,10,47,43,14,35,86,86,476,55
1016,17,48,58,95,49,90,35,449,26
1028,9,43,41,4,81,85,83,475,8
1021,23,77,64,15,2,55,87,448,43
1009,27,78,77,17,11,86,54,430,33
1030,13,77,42,86,72,77,3,471,38
1014,11,9,42,44,18,92,81,478,37
1020,18,66,56,53,13,80,4,459,45
1014,16,68,53,16,32,78,2,456,29
1001,18,75,41,1,97,59,6,458,31
1006,30,42,67,69,23,54,19,430,9
1023,12,31,37,73,3,63,1,472,8
1000,18,34,44,63,76,89,27,455,22
1009,32,22,70,8,9,62,3,433,7
1026,6,41,40,81,57,93,51,484,49
1009,30,98,69,82,17,50,63,438,44
1013,27,37,69,23,25,48,2,433,18
1017,21,43,63,94,28,57,49,449,2
19,17,32,45,1022,40,45,469,38,
1026,14,1,42,74,92,67,25,466,1
1016,12,72,40,71,2,71,57,466,99
1007,14,88,42,28,26,71,3,466,73
1015,8,88,39,66,21,88,29,481,45
1011,24,87,68,61,19,55,69,450,54
1007,18,97,44,78,87,47,98,463,46
1010,26,71,70,72,3,78,18,438,72
1014,20,14,65,6,81,80,1,444,84
1020,10,38,41,1,8,94,26,465,9
22,12,99,44,1025,90,27,470,93,
1017,20,71,58,79,48,86,67,444,39
1010,20,74,49,69,91,69,1,454,59
1007,26,41,60,93,16,66,2,436,71
1006,25,39,70,36,76,73,62,436,5
1017,11,95,42,3,58,90,89,465,2
1015,13,7,38,47,16,57,26,468,9
1014,17,12,49,5,79,87,3,463,39
1010,10,62,39,64,65,62,15,477,7
1001,25,17,72,39,69,90,51,432,45
1006,18,96,47,83,15,75,61,454,35
1011,24,81,66,44,19,69,96,435,79
1012,15,42,39,82,89,83,54,469,9
1027,13,72,44,47,2,68,89,470,66
1031,9,8,40,2,2,75,34,476,69
1025,6,37,40,81,98,91,489,18,
1007,19,89,51,43,33,92,8,448,98
1022,15,69,37,87,63,87,71,462,16
1003,30,22,74,9,57,67,15,434,17
1007,12,27,49,83,75,92,2,467,1
1025,6,49,35,57,4,79,67,486,8
992,15,62,41,23,89,83,99,463,21
1026,17,35,52,72,31,58,1,463,65
1024,14,28,44,84,84,79,9,474,57
1013,20,6,47,3,66,83,23,461,2
1007,23,62,73,67,90,8,438,33,
1000,16,22,41,35,96,79,59,462,21
1013,28,59,68,8,2,42,96,436,7
1013,14,85,39,39,93,76,27,468,84
1010,29,86,70,8,22,70,36,437,47
1017,13,39,44,85,24,80,44,469,18
1011,24,54,60,23,55,72,78,445,25
1019,18,63,61,27,69,73,67,454,3
1013,19,49,46,63,11,88,1,451,31
1010,28,64,66,54,43,43,39,437,97
1004,14,42,41,16,32,88,42,467,25
1011,23,7,70,4,13,84,16,436,28
1016,15,86,40,66,23,86,74,455,85
1007,31,3,67,17,27,62,99,433,53
1013,15,17,36,71,5,77,44,471,93
1019,16,96,52,9,61,81,86,460,2
1008,15,98,42,99,24,83,78,467,42
1007,25,49,47,45,89,57,4,444,52
1028,14,26,44,47,11,66,81,465,22
1021,10,7,40,92,43,97,15,467,1
1012,26,6,58,59,41,55,22,451,47
1017,3,98,35,47,22,86,53,489,64
1005,29,61,67,7,91,39,28,434,14
1020,6,49,43,65,41,72,78,484,94
1010,30,6,72,29,54,41,52,441,5
1007,21,64,44,5,73,74,79,447,96
1012,25,64,63,47,33,68,35,442,62
1007,12,79,44,3,46,95,93,464,35
1005,23,79,50,16,32,75,82,435,49
1013,22,63,58,96,62,56,67,451,41
1005,26,18,69,84,13,72,89,431,69
1013,17,33,53,16,16,82,93,460,67
1011,29,53,71,43,79,57,41,438,78
1010,16,82,47,45,19,88,48,449,57
66,15,52,40,1017,27,454,14,,
1005,31,7,64,96,2,58,93,428,63
1019,18,58,49,25,92,60,24,452,94
1010,26,14,61,2,13,66,71,436,17
1017,26,9,77,95,47,75,58,434,18
1017,27,88,63,87,79,40,443,24,
1019,14,54,42,77,61,81,82,466,37
1008,22,48,50,32,47,83,58,444,5
1017,21,55,44,58,2,46,64,464,44
1020,15,79,49,15,62,76,22,465,62
1010,25,47,59,92,8,77,18,439,84
1018,11,66,44,6,39,89,98,471,3
1013,20,71,46,63,1,74,49,453,5
1007,23,75,59,7,73,88,82,443,54
1010,22,5,59,43,31,72,17,441,92
1008,27,85,66,44,48,77,15,429,
1018,16,27,58,2,47,80,3,453,66
1016,23,81,66,51,96,70,16,438,32
1015,26,54,66,51,39,51,22,440,4
1009,15,75,47,45,86,86,68,451,5
1007,21,8,62,39,84,89,4,452,15
1013,23,21,63,94,56,80,23,446,11
1008,18,86,50,78,46,91,67,446,7
1032,7,77,41,82,72,72,8,479,4
1013,13,43,43,56,2,66,36,472,94
1016,20,78,58,86,2,77,29,446,2
1010,21,85,69,94,89,79,4,443,
1011,21,54,69,48,4,80,48,443,15
1007,17,26,49,78,38,100,6,453,54
1009,20,13,43,43,75,66,16,453,47
1020,19,85,56,53,57,74,5,457,17
1015,15,7,40,69,29,70,98,469,3
1008,25,57,59,43,88,61,19,438,9
1005,23,31,60,37,17,82,75,438,52
1020,19,69,56,65,72,70,86,456,18
1010,14,77,48,6,92,69,81,461,52
1003,17,73,40,55,36,74,62,462,69
1025,12,16,40,81,79,70,97,476,63
1004,10,82,41,55,55,65,14,475,44
1008,26,68,49,2,4,68,1,441,54
1016,19,31,44,71,13,30,59,463,
1017,24,6,63,78,25,60,33,448,65
1013,4,87,42,85,6,92,3,482,22
1017,11,85,42,7,92,93,45,467,25
1020,12,36,41,74,58,69,24,477,16
1011,24,96,69,68,37,63,12,447,2
1015,7,61,39,37,84,83,73,483,74
1016,23,23,60,32,73,78,35,447,9
1010,25,53,57,17,72,57,442,12,
1007,5,43,39,9,5,86,27,487,84
1011,19,82,57,85,58,97,23,447,36
999,28,53,76,86,8,75,77,431,64
1017,6,11,38,68,53,79,23,482,97
1005,24,87,60,37,48,76,21,436,41
1002,24,4,41,1,14,38,75,451,66
1019,15,69,39,3,3,60,57,464,17
1007,24,67,70,94,99,75,64,443,51
1009,27,76,72,58,4,84,96,429,25
1011,19,39,68,61,9,96,51,446,47
1016,24,16,66,5,45,73,27,443,75
1017,25,21,59,21,37,55,6,445,33
1017,19,8,58,79,4,87,71,449,66
1022,7,53,41,74,45,90,85,487,25
1005,28,46,73,67,67,71,21,429,15
1013,21,6,66,86,2,54,19,450,84
1016,13,33,54,3,77,80,32,468,1
1010,25,12,71,58,18,87,5,433,58
1009,28,89,70,72,36,70,33,433,2
1012,20,64,61,86,81,99,97,447,14
1015,15,3,43,14,11,71,35,466,
1017,22,67,60,77,56,79,43,444,43
1012,20,45,69,45,53,91,81,441,83
1007,23,53,68,94,53,69,17,437,48
1010,29,35,71,58,7,61,8,434,45
1016,21,86,60,27,6,90,48,446,31
1011,8,36,40,22,6,89,18,484,66
1004,30,62,66,54,11,55,36,429,1
1004,26,2,70,79,21,79,12,428,72
1009,10,73,25,36,35,100,15,469,43
1009,26,6,67,83,26,66,37,432,28
1013,23,97,62,44,64,88,5,442,46
1012,12,33,39,85,53,66,4,479,32
1011,6,1,35,79,26,90,72,482,79
1017,23,95,58,46,5,68,46,440,75
1006,25,34,70,47,46,83,94,433,34
1026,6,13,40,81,31,91,66,483,8
1015,25,9,65,46,29,40,13,442,99
1013,25,78,59,15,61,66,68,441,71
1022,7,11,41,74,35,90,68,487,85
996,10,82,42,2,3,99,34,475,46
1013,12,38,45,9,26,90,55,467,47
1027,5,5,35,57,3,80,2,491,4
1008,26,7,71,37,6,79,48,439,25
1012,27,82,59,15,74,42,78,442,
1018,23,78,60,27,2,78,6,441,56
1010,14,76,39,64,37,81,99,465,82
1019,15,14,44,21,97,83,86,463,1
1023,14,45,44,84,28,82,79,461,
1,6,79,40,1019,81,83,480,83,
1016,21,6,59,8,9,76,59,450,14
1019,14,32,71,14,87,79,15,460,2
1008,28,7,61,47,68,64,83,442,59
1009,8,25,37,49,2,81,9,480,38
1018,17,48,43,14,68,74,85,459,59
1019,17,6,52,9,76,80,9,460,82
1012,14,96,43,2,77,42,93,467,16
1013,31,35,67,32,74,38,56,439,81
1017,14,64,42,77,59,79,6,464,27
1020,11,55,42,34,78,94,56,469,13
1007,26,21,70,32,78,29,430,4,
1006,30,32,64,69,35,51,36,436,72
1019,16,85,52,9,47,81,28,460,84
1010,28,94,62,26,64,50,41,436,4
1012,20,55,68,63,5,67,7,453,47
1020,9,89,40,64,59,98,35,478,13
1012,23,97,64,5,23,90,18,447,44
1017,23,71,50,23,55,73,24,458,59
1012,23,76,70,32,13,78,84,434,64
1009,11,6,39,1,81,100,9,460,7
1011,19,2,54,2,46,84,44,450,75
1010,13,88,39,16,8,75,69,464,37
1012,20,19,66,86,97,64,7,454,84
1012,14,89,39,58,26,77,58,465,95
1019,7,24,39,4,68,69,485,57,
1011,29,36,78,5,12,64,17,434,29
1017,14,8,40,73,52,91,49,461,58
1022,7,11,40,77,4,90,95,475,55
1018,11,44,44,2,14,84,9,476,12
1018,9,31,41,39,3,93,68,480,25
1017,22,45,57,76,55,58,6,450,61
27,7,38,8,1020,77,67,482,38,
1012,21,59,48,6,72,77,13,446,83
1009,25,52,71,73,91,79,55,434,67
1011,29,88,68,8,14,55,78,429,33
1018,14,94,42,77,6,75,35,460,51
28,24,58,5,1011,74,32,447,16,
1014,18,26,58,96,4,69,7,457,43
1008,25,2,47,45,7,60,42,446,62
1020,21,73,64,63,84,68,9,450,36
1003,14,8,38,73,18,80,73,467,54
1019,8,41,40,67,97,69,2,489,25
1020,19,76,62,1,7,73,55,450,44
1008,21,31,50,78,68,85,28,445,17
1012,12,66,43,67,49,95,96,472,44
1019,17,82,65,48,64,86,6,449,21
1017,20,6,60,77,19,88,73,447,35
1008,22,94,61,5,25,73,45,445,31
1031,6,86,40,2,5,77,94,476,45
999,31,63,70,17,4,59,94,432,7
1009,18,12,50,16,82,100,9,453,29
1005,23,86,66,54,23,90,89,432,17
1013,12,9,40,6,85,85,72,474,35
1016,11,76,39,28,9,91,6,478,7
1011,12,28,39,96,76,77,7,468,
1006,26,44,71,77,68,81,45,430,12
1009,16,8,44,9,14,79,78,456,42
1017,16,14,54,3,93,65,68,460,73
1007,20,88,47,45,5,76,21,449,34
1012,16,76,48,14,92,65,74,456,31
1000,27,1,71,25,46,87,95,431,38
1006,28,22,76,2,11,62,17,437,62
1006,28,71,64,69,52,68,38,435,85
1014,21,44,48,98,4,54,22,454,5
1010,22,99,46,21,71,60,11,444,36
1031,8,1,40,2,33,85,1,477,84
1013,12,6,41,5,7,86,22,472,45
1011,30,3,68,84,41,53,82,439,31
1008,27,18,79,5,99,94,32,434,1
1015,25,63,69,89,17,77,42,434,47
1017,9,59,38,56,1,60,1,481,3
1011,23,42,63,7,72,75,81,444,23
1002,28,5,71,32,54,69,35,435,7
1016,23,99,58,62,91,66,36,449,4
1013,19,65,42,23,4,75,9,461,16
1019,12,56,41,4,23,74,26,472,54
1018,27,54,75,6,26,57,89,440,87
1017,25,62,60,29,81,51,24,444,94
1013,8,97,44,3,16,80,39,474,61
1018,7,49,39,81,2,85,96,483,71
1020,9,92,40,64,39,95,41,469,65
1018,10,91,39,61,44,64,38,469,42
1023,12,28,40,92,23,89,14,460,33
1019,11,91,41,49,69,96,39,470,7
1012,25,35,63,21,31,80,16,442,23
1022,16,6,41,93,1,48,98,467,51
1014,11,55,40,6,44,87,6,475,14
1013,13,95,40,2,18,90,77,464,79
1012,26,88,69,51,76,45,3,436,3
1025,11,53,41,14,63,88,54,469,4
1008,25,4,69,59,58,82,22,432,58
1020,8,14,41,26,61,91,28,477,57
1011,25,65,68,8,27,75,26,435,91
1019,17,66,62,1,49,86,3,452,3
1009,30,55,71,6,33,73,38,432,6
1011,23,4,57,32,23,64,27,442,1
1012,26,5,58,59,32,49,83,452,41
1021,5,2,40,64,2,93,27,485,28
1008,24,91,52,3,72,68,26,441,15
1007,17,12,48,6,38,79,15,454,47
1030,14,65,41,92,61,63,7,464,95
1003,27,5,75,33,88,82,94,433,57
1023,7,29,40,96,1,90,78,488,65
1011,19,6,50,16,36,99,64,449,74
1012,22,35,54,42,46,75,1,454,72
1013,10,52,41,78,54,71,52,474,58
1016,14,87,41,2,27,70,51,467,1
1013,26,25,52,9,2,53,12,450,53
1013,15,72,56,89,35,85,6,456,33
1007,27,76,72,99,81,71,66,435,2
1012,27,16,56,85,7,39,5,437,4
1007,24,81,67,17,71,84,37,442,75
1014,26,17,58,86,52,51,28,443,69
1014,19,33,58,96,88,67,86,456,54
1015,32,45,68,3,26,44,12,431,79
1017,21,17,58,46,71,83,98,446,66
1018,15,82,44,88,59,78,88,461,9
1018,15,66,41,7,77,452,58,,
1012,14,22,44,99,75,28,460,53,
1010,23,95,58,79,45,74,34,448,32
1011,8,35,40,77,77,90,25,478,82
1006,25,14,60,37,63,77,17,438,39
1005,27,63,71,98,45,82,88,426,
1014,19,54,50,66,7,84,53,456,61
1004,6,25,39,48,82,52,71,484,26
1007,28,67,66,25,96,76,36,434,73
1012,20,56,64,45,24,53,9,458,97
1020,19,81,56,65,62,67,99,457,72
1010,28,46,60,23,2,63,38,439,88
1004,28,11,69,84,68,67,8,427,33
1009,21,5,61,87,69,62,81,449,5
1014,32,66,73,68,64,40,88,425,17
1008,30,26,77,24,39,74,25,430,51
1007,24,41,73,67,39,86,92,435,56
1017,12,68,40,73,66,92,8,465,94
1017,20,38,62,52,85,75,56,456,56
1012,10,94,43,67,36,73,3,477,34
1012,25,71,58,59,77,61,83,451,28
1013,23,37,63,77,42,76,44,443,86
1007,20,11,51,19,82,92,6,449,3
1019,9,8,40,46,48,77,37,476,81
1014,29,98,67,22,22,52,69,445,3
1013,15,83,41,67,39,74,12,464,93
1015,11,26,39,35,47,99,28,471,83
1011,32,33,69,68,95,39,89,439,79
1025,9,7,40,71,63,80,34,483,19
1002,28,96,66,54,54,56,33,429,48
1007,25,9,59,54,3,78,38,439,36
1009,25,41,77,54,68,89,9,434,9
1010,19,93,57,25,6,89,34,455,15
1007,25,6,44,57,39,56,7,443,66
1025,10,64,41,4,93,59,468,88,
1012,19,62,68,63,26,68,5,453,84
1009,17,77,43,72,1,77,7,456,34
1001,18,53,39,72,26,64,8,457,26
1012,21,1,50,9,24,70,82,453,99
1020,7,68,38,6,92,83,87,483,8
1020,6,65,40,69,11,89,84,479,35
1019,13,8,43,14,39,99,74,467,6
1012,13,8,39,82,37,83,69,473,56
1009,26,34,69,4,44,72,6,444,13
1005,24,55,67,7,66,63,58,443,39
1007,32,91,73,56,2,55,3,434,3
1007,18,94,48,7,82,92,88,453,36
1003,25,54,49,16,64,47,4,443,55
1009,16,34,47,45,41,92,96,448,59
1017,24,5,60,77,15,73,66,439,91
1018,11,2,41,17,18,86,86,477,62
1020,10,45,41,1,57,93,84,465,74
1007,9,47,36,54,93,77,65,475,48
1006,24,95,76,16,2,76,16,437,47
1008,20,58,50,78,87,91,18,445,3
1003,28,57,75,33,16,76,14,431,58
1013,27,36,63,31,7,51,58,440,4
1010,27,91,63,76,27,65,67,435,21
1003,19,5,40,79,8,89,45,457,9
1004,18,87,67,71,87,35,444,77,
997,13,3,37,9,41,91,51,465,61
1011,24,1,42,48,39,55,1,453,12
1004,21,59,66,54,88,90,54,441,71
1022,8,23,41,1,89,98,3,474,52
1011,25,45,72,24,44,80,54,434,92
1018,19,37,63,9,79,81,52,450,18
1018,6,94,38,91,94,90,64,485,12
1016,35,1,74,67,1,26,3,428,48
1008,23,8,48,41,44,82,35,443,5
1010,28,38,64,5,19,71,84,439,83
1005,28,37,67,7,65,56,13,435,94
1009,28,46,69,75,46,79,75,435,75
1015,19,88,44,6,52,37,85,467,68
1008,18,92,67,71,19,64,53,446,77
1002,31,94,74,99,5,34,12,440,17
1015,18,37,58,96,5,67,79,460,25
1008,18,16,43,72,64,75,22,454,98
1012,31,19,69,68,6,52,6,440,97
1015,8,91,40,69,11,89,65,481,59
1012,12,32,41,62,88,88,88,464,72
1018,18,95,65,48,17,71,85,452,85
1013,18,6,43,14,95,62,21,461,27
1016,12,22,41,2,81,81,22,474,96
1006,18,41,49,69,66,80,55,454,97
1012,13,94,42,86,35,88,78,471,64
1011,5,99,35,79,56,91,69,484,82
1007,22,79,44,57,31,69,36,448,91
35,25,68,14,1005,57,13,437,67,
1009,14,41,40,83,82,80,43,470,13
1010,25,74,63,73,88,70,87,441,9
1017,29,1,64,79,62,44,31,442,12
1012,19,73,68,63,41,74,12,450,26
1001,19,48,39,72,75,55,41,457,16
1013,24,45,68,63,38,45,35,446,33
1008,21,5,50,32,65,81,68,442,71
1006,35,3,68,27,55,43,82,426,22
1008,27,22,69,4,89,70,62,440,85
1015,13,35,41,44,9,66,4,473,17
1016,6,72,38,91,89,90,47,485,89
1013,19,5,53,16,22,82,8,455,76
1011,29,95,73,42,44,66,32,432,81
1008,12,45,37,92,3,61,87,470,59
1017,11,22,43,13,24,80,9,473,93
1017,17,66,60,8,22,86,96,456,62
1012,25,97,57,32,13,47,48,442,73
1019,19,15,56,53,95,84,1,456,4
1017,23,63,58,79,2,67,68,442,86
1008,25,68,68,27,5,68,48,434,89
1006,24,85,70,9,56,70,9,439,96
1012,26,39,66,49,96,60,35,433,36
1009,26,47,47,43,9,54,94,439,4
1009,30,24,68,24,68,64,67,426,25
92,32,73,17,1009,42,47,433,72,
1006,24,85,70,47,64,85,37,434,47
1006,28,44,67,7,8,50,42,433,15
1008,30,4,71,97,42,76,28,430,23
1016,15,25,41,17,62,5,468,76,
1015,7,47,40,7,45,50,3,489,59
1014,17,13,42,86,15,73,6,463,9
1014,19,13,45,38,72,81,95,459,94
1014,16,79,44,6,27,48,8,459,48
1019,6,4,41,17,54,85,37,488,82
1014,19,12,44,85,66,43,66,463,71
1002,23,13,71,25,49,94,59,431,91
1013,20,34,46,63,16,79,8,453,62
1008,29,79,69,34,82,65,13,434,74
1012,25,99,63,7,5,64,81,442,16
1019,8,1,40,46,42,76,15,475,42
1008,25,6,62,39,9,82,56,438,31
1024,11,52,40,8,31,73,49,479,56
1020,6,57,39,37,2,77,37,487,94
1014,16,29,53,82,97,73,15,459,95
1013,29,77,69,98,32,69,6,430,65
1026,13,15,41,14,72,80,31,461,49
1012,20,3,45,1,73,56,89,460,11
1007,20,62,48,41,37,87,51,445,4
1009,25,16,58,82,63,72,62,442,
1004,18,64,52,8,24,99,9,451,3
1012,24,1,65,18,57,76,2,437,27
1020,10,58,41,49,43,91,9,473,19
1011,22,7,69,94,18,80,86,440,9
1011,25,44,63,13,74,77,83,441,91
1017,10,59,41,93,7,92,91,479,85
1005,30,75,73,88,62,57,95,436,97
1010,26,26,63,73,45,70,61,442,18
99,10,67,45,1022,85,91,481,83,
1022,13,8,44,21,93,83,37,468,97
1011,26,38,71,58,2,80,9,434,26
1018,16,36,44,88,34,76,468,53,
1015,22,6,59,39,26,85,4,441,31
38,13,78,40,1018,68,67,458,74,
1016,21,75,59,8,65,72,94,453,17
1015,16,44,53,82,4,63,16,462,9
1010,28,9,70,2,84,51,29,437,83
1027,11,45,40,8,74,78,6,476,28
1028,8,86,40,8,18,91,483,36,
1021,8,97,39,66,63,78,94,482,62
1006,31,18,70,36,38,56,74,438,46
1009,19,55,42,4,99,67,87,466,4
1018,16,81,38,52,26,75,21,459,1
1028,7,57,41,14,23,87,97,477,8
1023,10,84,39,18,64,87,1,474,49
1016,20,94,44,58,98,59,65,463,69
1007,32,27,71,85,88,56,1,427,56
1020,25,6,64,63,66,54,93,446,57
1014,6,99,40,7,83,54,36,490,11
1010,29,22,75,23,49,48,73,438,57
1008,21,2,61,5,52,77,74,448,8
1016,14,38,40,66,34,92,37,463,1
1010,27,97,68,31,64,55,91,443,34
1024,14,8,44,92,6,91,67,464,1
1004,27,23,49,16,3,40,8,443,78
1009,11,17,40,27,54,74,56,476,18
1010,23,28,48,92,23,41,55,449,27
1014,14,91,39,28,57,75,23,469,34
1004,30,13,71,98,95,63,62,431,
1019,11,41,41,4,1,78,59,449,5
1021,12,72,40,64,11,93,24,475,73
1010,28,75,70,2,33,46,55,440,31
1013,12,98,39,64,95,74,39,473,54
1015,13,65,42,86,41,87,67,471,75
1029,8,2,41,92,8,92,5,467,21
1011,26,92,62,44,9,70,8,437,99
1011,25,8,51,43,8,71,98,446,67
1014,8,83,43,56,9,81,55,482,43
1010,26,6,61,2,26,66,16,436,19
1018,26,5,66,75,48,61,62,431,23
1005,22,83,59,43,51,83,93,440,76
1002,17,63,40,55,27,73,42,462,13
1003,33,37,71,37,75,45,26,432,67
1013,6,17,40,7,7,58,99,495,21
1010,25,56,58,82,44,70,23,441,
1032,14,7,42,86,16,71,53,467,47
1016,22,18,59,8,77,73,16,453,24
1016,11,5,40,75,55,87,8,478,7
1006,31,38,68,27,79,52,79,426,67
1009,29,78,74,78,28,55,9,436,39
1012,27,55,63,13,92,71,29,440,75
1005,28,94,68,67,39,75,24,434,65
1022,12,79,44,68,51,99,55,465,75
1012,8,81,43,14,46,73,99,481,56
1012,5,21,35,79,44,94,35,485,17
1016,28,73,68,3,53,55,73,434,15
1004,23,16,69,94,92,68,68,438,48
1016,13,31,42,18,83,94,466,56,
1015,13,2,45,51,24,80,5,468,46
1013,28,48,54,2,14,49,51,440,55
1022,16,47,38,1,3,72,29,461,54
1019,12,19,41,17,43,65,47,475,64
1009,29,11,74,78,6,56,93,438,75
1008,31,61,69,4,11,47,96,439,19
1014,24,94,74,33,3,75,34,435,21
1014,25,57,65,46,81,38,58,444,46
1001,27,4,69,13,4,82,47,426,18
1012,12,58,43,67,86,94,1,472,65
1015,25,39,58,79,85,62,59,441,51
1014,24,13,48,98,74,40,13,460,38
1018,15,89,41,7,93,82,68,463,33
1015,20,12,58,12,47,79,38,453,33
1012,10,19,37,14,74,73,48,475,1
1011,27,3,56,85,66,36,9,440,1
1013,28,44,74,93,88,52,441,52,
1001,29,87,69,13,8,72,75,426,47
1016,26,4,74,67,68,81,2,433,55
1017,18,12,58,95,82,86,16,449,28
1015,24,75,69,89,29,82,1,438,1
1021,17,62,43,52,1,71,52,457,45
1007,24,82,57,19,82,71,46,439,91
1007,29,5,68,24,88,42,67,433,92
1012,13,9,39,85,86,58,42,475,89
39,9,40,78,1025,99,22,468,5,
1025,15,56,41,4,8,64,81,457,11
1008,21,5,61,5,43,78,13,447,83
1010,21,28,70,72,29,86,22,445,54
1013,26,13,48,6,5,47,67,440,99
1020,11,2,40,71,3,86,64,469,31
1005,28,3,68,67,52,58,16,438,8
1019,16,14,44,63,44,47,85,463,5
1011,23,55,73,18,85,87,97,437,88
1008,23,96,47,43,38,63,55,446,86
1009,31,37,74,87,22,56,58,436,16
1010,18,53,63,91,26,97,8,440,64
1014,24,58,48,98,96,38,75,459,79
1005,16,78,39,63,84,87,91,465,97
1013,22,67,68,8,66,59,443,79,
1025,5,15,40,78,34,95,84,483,3
1015,14,38,40,1,51,81,23,467,28
1013,27,99,69,89,94,51,25,435,79
1019,10,1,41,79,36,78,7,474,9
1010,19,29,50,16,49,97,78,450,21
1007,25,47,60,75,27,65,91,438,42
1003,28,55,69,84,38,67,26,432,7
1000,30,75,71,25,7,65,47,431,93
1030,10,55,41,92,91,23,470,95,
1008,27,54,68,27,12,56,42,433,
1006,24,72,68,67,74,79,2,443,6
1011,27,7,72,24,2,67,6,434,56
1011,27,38,70,4,18,72,26,428,88
1012,10,8,41,62,84,93,84,462,84
1010,23,32,69,13,75,91,84,435,27
1013,25,2,61,8,4,74,28,447,9
1016,15,5,39,16,24,78,13,469,52
1009,23,55,61,87,65,54,83,443,54
1012,14,14,39,82,46,81,15,472,52
1012,13,17,36,71,82,72,76,474,93
1019,14,73,58,2,45,82,48,458,56
1017,11,3,42,32,26,90,56,470,92
1010,20,61,60,1,84,80,57,450,46
1010,24,73,74,22,15,79,83,436,55
1010,22,35,63,94,32,93,2,443,9
1012,27,46,61,86,39,66,9,439,72
1017,11,64,41,39,36,83,4,479,53
1000,27,24,71,25,5,86,28,430,94
1000,34,48,74,34,91,42,61,433,94
1014,24,29,57,5,85,67,28,449,98
